REG. NO.,ACC. NO.,NAME,NATIONALITY,FACULTY,DEPARTMENT,PROGRAM ID,PROGRAM,YEAR,SEMESTER,TOTAL REGISTRATIONS,STUDENT STATUS,REGISTRATION TYPE,RESIDENCE,ACCOMMODATION Type,CAMPUS,HALL,BLOCK,BED,MEALS STATUS,HIGH_SCHOOL,DISTRICT,SCHOOL_TIER,OWNERSHIP,SCHOLARSHIP TYPE,SCHOLARSHIP NAME,FEES,EXPECTED FEES(%) - RAW,EXPECTED FEES(%) - RANGE,TOTAL EXPECTED FEES (UGX),AMOUNT PAID (UGX),TUITION BALANCE (UGX),ACADEMIC OFFICER,ACCOMMODATION OFFICER,ACCOUNTS OFFICER,FINANCIAL AID OFFICER,RETAKE COURSES
KS25M88/004,A17557,Simon Kaddu,Ugandan,School of Law,Law,88,Master of Laws in International Energy Law and Policy,1,2,2,Continuing,Normal,R,Double Normal,Kampala,Beta Hall,B,B-55,Not Subscribed,St. Joseph's Secondary School Naggalama,Wakiso,Tier 2,Private/Faith-based,,,50%,50,26–50%,4318000,2159000,2159000,Eunice Wanyama,Lucy Bainomugisha,Hellen Nakandi,Nicholas Kagimu,"MOL0104, MOL0105, MOL0107"
KS25M88/013,A17634,Nakuya Mulindwa,Ugandan,School of Law,Law,88,Master of Laws in International Energy Law and Policy,1,2,2,Continuing,Late,R,Double Normal,Kampala,Gamma Hall,C,C-29,Subscribed,St. Joseph's Layibi,Gulu,Tier 2,Private/Faith-based,,,100%,100,76–100%,4318000,4318000,0,Sophia Kazibwe,Atwine Nakiganda,Charles Magezi,Richard Nakibuuka,"MOL0103, MOL0104"
KS25M88/023,A17688,Warren Yiga,Ugandan,School of Law,Law,88,Master of Laws in International Energy Law and Policy,1,2,2,Continuing,Normal,NR,None,Kampala,,,,Not Applicable,Mbarara High School,Mbarara,Tier 1,Private/Faith-based,,,50%,50,26–50%,3318000,1659000,1659000,Paul Nakiganda,Precious Amony,Achan Ntale,Lydia Achola,"MOL0102, MOL0103"
M24M88/002,A17526,Stephen Pereza,Ugandan,School of Law,Law,88,Master of Laws in International Energy Law and Policy,2,2,4,Continuing,Normal,R,Double Normal,Mukono,Alpha Hall,C,C-04,Not Subscribed,Gomba Secondary School,Gomba,Tier 2,Public/Mixed,,,95%,95,76–100%,4168000,3959600,208400,Sharifah Namutebi,Zaituni Kabagenyi,Norah Ssenfuma,Vanessa Barasa,"MOL0405, MOL0406"
M24M88/004,A17528,Mary Kiyingi,Ugandan,School of Law,Law,88,Master of Laws in International Energy Law and Policy,2,2,4,Continuing,Normal,R,Executive,Mukono,Beta Hall,D,D-39,Subscribed,Muni Girls School,Arua,Tier 2,Private/Faith-based,,,95%,95,76–100%,4818000,4577100,240900,Ian Wakabi,Tabitha Ssenfuma,John Nakimera,Akena Wandera,MOL0404
M24M88/007,A17536,Mia Baker,Rwandan,School of Law,Law,88,Master of Laws in International Energy Law and Policy,2,1,3,Leave of Absence,Normal,NR,None,Mukono,,,,Not Applicable,Moroto High School,Moroto,Tier 2,Private/Faith-based,,,90%,90,76–100%,3318000,2986200,331800,Zaituni Namyalo,Victor Nsereko,Joy Adong,Yusuf Nakalema,MOL0206
M24M88/009,A17549,Asiimwe Sserugo,Ugandan,School of Law,Law,88,Master of Laws in International Energy Law and Policy,2,2,4,Continuing,Normal,R,Double Normal,Mukono,Gamma Hall,C,C-48,Subscribed,Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based,,,85%,85,76–100%,4168000,3542800,625200,Judy Kalyango,Vanessa Tumuhimbise,Nakkazi Ainomugisha,Natukunda Pereza,MOL0401
M24M88/012,A17562,Nancy Okot,Ugandan,School of Law,Law,88,Master of Laws in International Energy Law and Policy,2,2,4,Continuing,Normal,NR,None,Mukono,,,,Not Applicable,St. Mary's College Kisubi,Kampala,Tier 1,Private/Faith-based,,,20%,20,0–25%,3318000,663600,2654400,Esther Nansubuga,Sylvia Namyalo,Abel Jjumba,Yusuf Lumala,MOL0404
M24M88/014,A17574,Harriet Naddumba,Ugandan,School of Law,Law,88,Master of Laws in International Energy Law and Policy,2,2,4,Continuing,Late,R,Executive,Mukono,Delta Hall,D,D-13,Not Subscribed,Nabumali High School,Mbale,Tier 1,Private/Faith-based,,,100%,100,76–100%,4818000,4818000,0,Ian Abigaba,Sophia Namutebi,Noah Chemutai,Racheal Ssekiziyivu,"MOL0304, MOL0306"
M24M88/016,A17593,Chris Galiwango,Ugandan,School of Law,Law,88,Master of Laws in International Energy Law and Policy,2,2,4,Continuing,Normal,NR,None,Mukono,,,,Not Applicable,Ntare School,Kampala,Tier 1,Public/Mixed,Merit Award,Global Vision Scholarship,85%,85,76–100%,3318000,2820300,497700,Hellen Wandera,Grace Naddumba,Moses Barasa,Catherine Amony,MOL0203
M24M88/018,A17608,Trevor Nabunya,Ugandan,School of Law,Law,88,Master of Laws in International Energy Law and Policy,2,2,4,Continuing,Late,NR,None,Mukono,,,,Not Applicable,Iganga Secondary School,Iganga,Tier 2,Public/Mixed,,,95%,95,76–100%,3318000,3152100,165900,Tabitha Okot,Joan Ssewava,Moses Walakira,Valerie Nabukenya,MOL0402
M24M88/021,A17644,Lydia Nassaka,Ugandan,School of Law,Law,88,Master of Laws in International Energy Law and Policy,2,2,4,Continuing,Normal,R,Double Normal,Mukono,Beta Hall,D,D-14,Not Subscribed,St. Charles Lwanga Secondary School,Kasese,Tier 2,Private/Faith-based,,,40%,40,26–50%,4168000,1667200,2500800,Triza Luyiga,Edwin Tumusiime,James Kikomeko,Namutebi Nakitto,
M24M88/023,A17664,Asiimwe Nakafeero,Ugandan,School of Law,Law,88,Master of Laws in International Energy Law and Policy,2,2,4,Continuing,Normal,R,Double Normal,Mukono,Delta Hall,B,B-16,Not Subscribed,Masaka Secondary School,Masaka,Tier 2,Public/Mixed,,,80%,80,76–100%,4168000,3334400,833600,Namara Kabuye,Mary Kalyegira,John Nakaggwa,Irene Achola,"MOL0401, MOL0406"
M24M88/025,A17678,Norah Oringa,Ugandan,School of Law,Law,88,Master of Laws in International Energy Law and Policy,2,2,4,Continuing,Normal,R,Double Normal,Mukono,Delta Hall,D,D-13,Not Subscribed,Trinity College Nabbingo,Kampala,Tier 1,Private/Faith-based,,,25%,25,0–25%,4168000,1042000,3126000,Achan Kamanzi,Rose Bbaale,Vanessa Wandera,Harriet Namutebi,MOL0401
M24M88/027,A17689,Racheal Kalibbala,Ugandan,School of Law,Law,88,Master of Laws in International Energy Law and Policy,2,2,4,Continuing,Normal,R,Executive,Mukono,Delta Hall,C,C-43,Subscribed,Jinja Secondary School,Jinja,Tier 2,Public/Mixed,,,70%,70,51–75%,4818000,3372600,1445400,Hope Nakalema,Vanessa Galiwango,Saul Mugerwa,Paul Namaganda,MOL0307
M24M88/029,A17695,Nicholas Nanyonjo,Ugandan,School of Law,Law,88,Master of Laws in International Energy Law and Policy,2,2,4,Continuing,Late,R,Executive,Mukono,Delta Hall,C,C-55,Subscribed,Mbarara High School,Mbarara,Tier 1,Private/Faith-based,Need-Based Grant,Community Impact Grant,95%,95,76–100%,4818000,4577100,240900,Moses Ainomugisha,Simon Nakku,Diana Obua,Ivan Akiiki,MOL0304
M24M88/031,A17706,Diana Nakayiza,Ugandan,School of Law,Law,88,Master of Laws in International Energy Law and Policy,2,2,4,Continuing,Normal,NR,None,Mukono,,,,Not Applicable,St. Mary's College Kisubi,Kampala,Tier 1,Private/Faith-based,Innovation Scholarship,Bright Minds Scholarship,55%,55,51–75%,3318000,1824900,1493100,Robert Naddumba,Precious Bataringaya,Saul Muhangi,Naggayi Balikuddembe,"MOL0401, MOL0402"
M24M88/033,A17714,Stephen Ladu,Ugandan,School of Law,Law,88,Master of Laws in International Energy Law and Policy,2,2,4,Continuing,Normal,NR,None,Mukono,,,,Not Applicable,Mpigi Secondary School,Mpigi,Tier 2,Public/Mixed,,,45%,45,26–50%,3318000,1493100,1824900,Sharifah Acen,Deborah Lwanga,Adong Adong,Nambi Namirembe,MOL0405
M24M88/035,A17716,John Nakisige,Ugandan,School of Law,Law,88,Master of Laws in International Energy Law and Policy,2,2,4,Continuing,Normal,R,Executive,Mukono,Beta Hall,B,B-10,Not Subscribed,Arua Public Secondary School,Arua,Tier 2,Public/Mixed,,,55%,55,51–75%,4818000,2649900,2168100,Catherine Bataringaya,Mildred Bainomugisha,Violet Kisembo,Rose Nakayiza,MOL0402
M24M88/037,A17723,Walter Kayondo,Ugandan,School of Law,Law,88,Master of Laws in International Energy Law and Policy,2,2,4,Continuing,Normal,NR,None,Mukono,,,,Not Applicable,Fort Portal Secondary School,Fort Portal,Tier 2,Public/Mixed,,,35%,35,26–50%,3318000,1161300,2156700,Doreen Nabaggala,Edith Muwonge,Richard Tumusiime,Rose Nabaggala,MOL0402
M24M88/039,A17738,Joshua Mukwaya,Ugandan,School of Law,Law,88,Master of Laws in International Energy Law and Policy,2,2,4,Continuing,Normal,NR,None,Mukono,,,,Not Applicable,Gayaza High School,Kampala,Tier 1,Private/Faith-based,,,100%,100,76–100%,3318000,3318000,0,Akello Mitala,Apollo Namyalo,Nandutu Kayemba,Lawrence Kiyingi,"MOL0401, MOL0404"
M24M88/041,A17746,Vanessa Natukunda,Ugandan,School of Law,Law,88,Master of Laws in International Energy Law and Policy,2,2,4,Continuing,Normal,R,Executive,Mukono,Gamma Hall,D,D-20,Subscribed,Kibuli Secondary School,Wakiso,Tier 1,Public/Mixed,,,35%,35,26–50%,4818000,1686300,3131700,George Waiswa,Janet Tindyebwa,Catherine Kansiime,Lilian Bagiire,MOL0401
M24M88/044,A17769,Aisha Bamwine,Ugandan,School of Law,Law,88,Master of Laws in International Energy Law and Policy,2,2,4,Continuing,Normal,R,Ordinary,Mukono,Beta Hall,D,D-49,Subscribed,Kalangala Secondary School,Kalangala,Tier 2,Public/Mixed,,,70%,70,51–75%,3968000,2777600,1190400,Naggayi Nakacwa,Francis Bagiire,Lilian Nakku,Caroline Mayanja,MOL0306
M24M88/046,A17790,Irene Ninsiima,Ugandan,School of Law,Law,88,Master of Laws in International Energy Law and Policy,2,2,4,Continuing,Late,R,Double Normal,Mukono,Alpha Hall,C,C-22,Not Subscribed,Ntare School,Kampala,Tier 1,Public/Mixed,,,75%,75,51–75%,4168000,3126000,1042000,Yusuf Nsereko,Oliver Mulyagonja,Francis Oloya,George Namagombe,MOL0403
M24M88/048,A17797,Charlotte Clark,Rwandan,School of Law,Law,88,Master of Laws in International Energy Law and Policy,2,2,4,Continuing,Late,NR,None,Mukono,,,,Not Applicable,Kibuli Secondary School,Wakiso,Tier 1,Public/Mixed,,,30%,30,26–50%,3318000,995400,2322600,Zaituni Oloya,Brian Kansiime,Stephen Byarugaba,Winnie Mugisha,"MOL0402, MOL0406"
M25M88/001,A17530,Hope Nakku,Ugandan,School of Law,Law,88,Master of Laws in International Energy Law and Policy,1,2,2,Continuing,Normal,NR,None,Mukono,,,,Not Applicable,Muni Girls School,Arua,Tier 2,Private/Faith-based,,,40%,40,26–50%,3318000,1327200,1990800,Lloyd Kigozi,Ben Nabaggala,Harriet Magezi,Lilian Abigaba,"MOL0205, MOL0206"
M25M88/003,A17542,Sylvia Tibyangye,Ugandan,School of Law,Law,88,Master of Laws in International Energy Law and Policy,1,2,2,Continuing,Normal,NR,None,Mukono,,,,Not Applicable,Mbale Secondary School,Mbale,Tier 2,Public/Mixed,,,65%,65,51–75%,3318000,2156700,1161300,Prisca Katusiime,Aisha Kayondo,John Malinga,Racheal Bataringaya,"MOL0204, MOL0206"
M25M88/006,A17572,Patrick Nakku,Ugandan,School of Law,Law,88,Master of Laws in International Energy Law and Policy,1,2,2,Continuing,Normal,R,Double Normal,Mukono,Delta Hall,A,A-09,Subscribed,Arua Public Secondary School,Arua,Tier 2,Public/Mixed,,,45%,45,26–50%,4168000,1875600,2292400,Brian Namaganda,Sharifah Ocaya,Ruth Namaganda,Judith Jjumba,MOL0201
M25M88/008,A17577,Zaina Magezi,Ugandan,School of Law,Law,88,Master of Laws in International Energy Law and Policy,1,2,2,Continuing,Normal,R,Double Normal,Mukono,Beta Hall,C,C-50,Not Subscribed,Busoga High School,Iganga,Tier 2,Private/Faith-based,Merit Award,Future Leaders Grant,85%,85,76–100%,4168000,3542800,625200,Lilian Kakooza,Atim Nabukenya,Namara Twinamatsiko,Warren Kagimu,MOL0203
M25M88/010,A17597,Triza Nalubega,Ugandan,School of Law,Law,88,Master of Laws in International Energy Law and Policy,1,2,2,Continuing,Normal,R,Double Normal,Mukono,Alpha Hall,D,D-50,Subscribed,St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based,,,100%,100,76–100%,4168000,4168000,0,Doreen Ssempijja,Kevin Lwanga,Sarah Bamwine,Caroline Nuwagaba,MOL0201
M25M88/012,A17604,Shamim Kazibwe,Ugandan,School of Law,Law,88,Master of Laws in International Energy Law and Policy,1,2,2,Continuing,Normal,NR,None,Mukono,,,,Not Applicable,Kibuli Secondary School,Wakiso,Tier 1,Public/Mixed,,,100%,100,76–100%,3318000,3318000,0,Lilian Nakku,Lawrence Nabweteme,Shamim Kamanzi,Aisha Obua,"MOL0202, MOL0203"
M25M88/016,A17648,Charlotte Baker,Sudanese,School of Law,Law,88,Master of Laws in International Energy Law and Policy,1,1,1,Leave of Absence,Late,NR,None,Mukono,,,,Not Applicable,Gomba Secondary School,Gomba,Tier 2,Public/Mixed,,,85%,85,76–100%,3318000,2820300,497700,Brian Atim,Namutebi Byarugaba,Yasin Nabweteme,Isaac Arinaitwe,"MOL0101, MOL0102, MOL0104"
M25M88/018,A17667,Gertrude Katusiime,Ugandan,School of Law,Law,88,Master of Laws in International Energy Law and Policy,1,2,2,Continuing,Normal,NR,None,Mukono,,,,Not Applicable,Bukomansimbi Secondary School,Bukomansimbi,Tier 2,Public/Mixed,,,100%,100,76–100%,3318000,3318000,0,Ian Atwine,Valerie Kayemba,Nabirye Kafuko,Nicholas Kayemba,MOL0206
M25M88/021,A17682,Triza Zziwa,Ugandan,School of Law,Law,88,Master of Laws in International Energy Law and Policy,1,2,2,Continuing,Normal,R,Executive,Mukono,Alpha Hall,D,D-04,Not Subscribed,King's College Budo,Kampala,Tier 1,Private/Faith-based,,,30%,30,26–50%,4818000,1445400,3372600,Stephen Akello,Ian Kansiime,Simon Ikojo,Chris Nakabuye,"MOL0204, MOL0205"
M25M88/023,A17704,Nabulime Kigozi,Ugandan,School of Law,Law,88,Master of Laws in International Energy Law and Policy,1,1,1,Leave of Absence,Late,NR,None,Mukono,,,,Not Applicable,Muni Girls School,Arua,Tier 2,Private/Faith-based,,,65%,65,51–75%,3318000,2156700,1161300,Nabasirye Zziwa,Peter Twinamatsiko,Lawrence Mirembe,Nambi Nakalema,
M25M88/025,A17736,Catherine Acen,Ugandan,School of Law,Law,88,Master of Laws in International Energy Law and Policy,1,2,2,Continuing,Normal,R,Executive,Mukono,Delta Hall,B,B-21,Not Subscribed,Mubende Secondary School,Mubende,Tier 2,Public/Mixed,,,90%,90,76–100%,4818000,4336200,481800,Robert Kigozi,Amina Muwonge,Atim Ssenfuma,Naava Bategeka,MOL0205
M25M88/027,A17751,Zaina Nakandi,Ugandan,School of Law,Law,88,Master of Laws in International Energy Law and Policy,1,2,2,Continuing,Late,R,Executive,Mukono,Delta Hall,A,A-21,Subscribed,Kakumiro Secondary School,Kakumiro,Tier 2,Public/Mixed,,,90%,90,76–100%,4818000,4336200,481800,Denis Achola,Gloria Otim,Mary Gitta,Joy Kisembo,"MOL0101, MOL0102"
M25M88/029,A17759,Zaituni Kahinda,Ugandan,School of Law,Law,88,Master of Laws in International Energy Law and Policy,1,2,2,Continuing,Normal,R,Double Normal,Mukono,Delta Hall,A,A-23,Subscribed,Namasagali College,Kamuli,Tier 1,Private/Faith-based,,,75%,75,51–75%,4168000,3126000,1042000,Annet Mukasa,Caleb Bategeka,Deborah Lwanga,Gift Amony,MOL0205
M25M88/031,A17780,Oliver Nsereko,Ugandan,School of Law,Law,88,Master of Laws in International Energy Law and Policy,1,1,1,Leave of Absence,Normal,R,Executive,Mukono,Gamma Hall,D,D-09,Subscribed,Kalangala Secondary School,Kalangala,Tier 2,Public/Mixed,,,35%,35,26–50%,4818000,1686300,3131700,Naava Tumuhimbise,Peter Kaboyo,Mark Nafuna,Harriet Waiswa,"MOL0101, MOL0103"
S24M88/003,A17540,Edith Yiga,Ugandan,School of Law,Law,88,Master of Laws in International Energy Law and Policy,2,2,4,Continuing,Normal,R,Ordinary,Mukono,Alpha Hall,A,A-32,Subscribed,Kiira College Butiki,Jinja,Tier 2,Private/Faith-based,,,100%,100,76–100%,3968000,3968000,0,Caleb Ninsiima,Zaituni Natukunda,Akello Wakabi,Martin Tindyebwa,MOL0107
S24M88/005,A17556,Grace Namaganda,Ugandan,School of Law,Law,88,Master of Laws in International Energy Law and Policy,2,2,4,Continuing,Normal,NR,None,Mukono,,,,Not Applicable,Hoima Secondary School,Hoima,Tier 2,Public/Mixed,Innovation Scholarship,Bright Minds Scholarship,80%,80,76–100%,3318000,2654400,663600,Deborah Matovu,Anena Akena,Akello Komakech,Asiimwe Naddumba,MOL0102
S24M88/010,A17578,Rachel Allen,Burundian,School of Law,Law,88,Master of Laws in International Energy Law and Policy,2,2,4,Continuing,Normal,R,Ordinary,Mukono,Gamma Hall,B,B-03,Subscribed,St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based,,,50%,50,26–50%,3968000,1984000,1984000,Walter Kamara,Eunice Nanyonjo,Hope Nalubega,Martin Ssenoga,MOL0206
S24M88/012,A17581,Patrick Wasswa,Ugandan,School of Law,Law,88,Master of Laws in International Energy Law and Policy,2,2,4,Continuing,Normal,R,Executive,Mukono,Delta Hall,B,B-32,Not Subscribed,Gulu High School,Gulu,Tier 2,Private/Faith-based,,,45%,45,26–50%,4818000,2168100,2649900,Ian Katusiime,Ruth Kibirige,Peace Kigozi,Denis Akello,"MOL0102, MOL0105"
S24M88/014,A17589,Racheal Nalubega,Ugandan,School of Law,Law,88,Master of Laws in International Energy Law and Policy,2,2,4,Continuing,Normal,NR,None,Mukono,,,,Not Applicable,Kotido Secondary School,Kotido,Tier 2,Public/Mixed,Sports Bursary,Future Leaders Grant,30%,30,26–50%,3318000,995400,2322600,Charles Namaganda,Joy Akiiki,Abraham Atwine,Gift Nanyonjo,"MOL0303, MOL0305, MOL0307"
S24M88/017,A17610,Elijah Kamara,Ugandan,School of Law,Law,88,Master of Laws in International Energy Law and Policy,2,2,4,Continuing,Normal,NR,None,Mukono,,,,Not Applicable,Nabumali High School,Mbale,Tier 1,Private/Faith-based,,,70%,70,51–75%,3318000,2322600,995400,Nabulime Nakaggwa,Aisha Nakiyingi,Denis Obua,Walter Kagimu,MOL0302
S24M88/020,A17622,Ruth Kansiime,Ugandan,School of Law,Law,88,Master of Laws in International Energy Law and Policy,2,2,4,Continuing,Normal,NR,None,Mukono,,,,Not Applicable,Nebbi Secondary School,Nebbi,Tier 2,Public/Mixed,,,65%,65,51–75%,3318000,2156700,1161300,Chris Gitta,Patrick Namugga,Mildred Twinamatsiko,Aisha Wandera,"MOL0303, MOL0305"
S24M88/022,A17642,Richard Isabirye,Ugandan,School of Law,Law,88,Master of Laws in International Energy Law and Policy,2,2,4,Continuing,Normal,R,Executive,Mukono,Gamma Hall,B,B-05,Subscribed,Kabarole Secondary School,Kabarole,Tier 2,Public/Mixed,,,95%,95,76–100%,4818000,4577100,240900,Rose Mulyagonja,Timothy Nsereko,Trevor Chemutai,Nakintu Kasule,MOL0307
S24M88/024,A17650,Racheal Kalyegira,Ugandan,School of Law,Law,88,Master of Laws in International Energy Law and Policy,2,2,4,Continuing,Normal,NR,None,Mukono,,,,Not Applicable,Seeta High School,Kampala,Tier 2,Private/Faith-based,,,100%,100,76–100%,3318000,3318000,0,Joseph Nabaggala,Rebecca Nassaka,Violet Luyiga,Gerald Bagiire,MOL0302
S24M88/026,A17652,Fatima Baker,Congolese,School of Law,Law,88,Master of Laws in International Energy Law and Policy,2,2,4,Continuing,Normal,R,Double Normal,Mukono,Delta Hall,D,D-35,Not Subscribed,Lwengo Secondary School,Lwengo,Tier 2,Public/Mixed,,,100%,100,76–100%,4168000,4168000,0,Zaina Sserugo,Sharifah Obua,Naava Kigozi,Triza Adong,"MOL0301, MOL0305"
S24M88/028,A17670,Maria Chemutai,Ugandan,School of Law,Law,88,Master of Laws in International Energy Law and Policy,2,2,4,Continuing,Normal,NR,None,Mukono,,,,Not Applicable,Tororo Girls School,Tororo,Tier 2,Private/Faith-based,,,55%,55,51–75%,3318000,1824900,1493100,David Bbaale,Mary Komakech,Nabirye Twinamatsiko,Hellen Kiggundu,"MOL0303, MOL0304"
S24M88/030,A17680,Sophia Barasa,Ugandan,School of Law,Law,88,Master of Laws in International Energy Law and Policy,2,2,4,Continuing,Normal,R,Double Normal,Mukono,Gamma Hall,B,B-15,Not Subscribed,Ntare School,Kampala,Tier 1,Public/Mixed,Merit Award,Bright Minds Scholarship,55%,55,51–75%,4168000,2292400,1875600,Mark Akiiki,Saul Nakibuuka,Ritah Nakacwa,Denis Gitta,"MOL0301, MOL0302, MOL0303"
S24M88/033,A17694,Natukunda Naggenda,Ugandan,School of Law,Law,88,Master of Laws in International Energy Law and Policy,2,2,4,Continuing,Normal,R,Ordinary,Mukono,Alpha Hall,B,B-19,Subscribed,Sembabule Secondary School,Sembabule,Tier 2,Public/Mixed,,,75%,75,51–75%,3968000,2976000,992000,Valerie Kisembo,Ben Nanyonjo,Caroline Nansubuga,Judy Nakandi,MOL0303
S24M88/035,A17717,Ben Kaddu,Ugandan,School of Law,Law,88,Master of Laws in International Energy Law and Policy,2,2,4,Continuing,Normal,NR,None,Mukono,,,,Not Applicable,Arua Public Secondary School,Arua,Tier 2,Public/Mixed,,,100%,100,76–100%,3318000,3318000,0,Naava Amanya,Namazzi Gitta,Mary Natukunda,Janet Wanyama,"MOL0202, MOL0205"
S24M88/039,A17754,Sheila Bainomugisha,Ugandan,School of Law,Law,88,Master of Laws in International Energy Law and Policy,2,2,4,Continuing,Normal,R,Ordinary,Mukono,Gamma Hall,B,B-27,Subscribed,Kakumiro Secondary School,Kakumiro,Tier 2,Public/Mixed,,,40%,40,26–50%,3968000,1587200,2380800,Abel Namugga,David Kalema,Patience Oloya,Namata Adong,"MOL0303, MOL0305, MOL0306"
S24M88/041,A17760,Robert Nakku,Ugandan,School of Law,Law,88,Master of Laws in International Energy Law and Policy,2,2,4,Continuing,Normal,R,Executive,Mukono,Beta Hall,C,C-54,Subscribed,Makerere College School,Kampala,Tier 2,Private/Faith-based,,,75%,75,51–75%,4818000,3613500,1204500,Namyalo Lwanga,Joy Nakitto,Deborah Mugerwa,Brian Atim,MOL0305
S24M88/043,A17773,Namata Kalyegira,Ugandan,School of Law,Law,88,Master of Laws in International Energy Law and Policy,2,2,4,Continuing,Late,NR,None,Mukono,,,,Not Applicable,Kumi Secondary School,Kumi,Tier 2,Public/Mixed,,,70%,70,51–75%,3318000,2322600,995400,Doreen Mulindwa,Fred Naddumba,Chris Walakira,Nambi Byaruhanga,"MOL0303, MOL0304"
S24M88/045,A17775,Jacob Mitala,Ugandan,School of Law,Law,88,Master of Laws in International Energy Law and Policy,2,2,4,Continuing,Normal,NR,None,Mukono,,,,Not Applicable,Mubende Secondary School,Mubende,Tier 2,Public/Mixed,,,25%,25,0–25%,3318000,829500,2488500,Rebecca Nakkazi,Patience Adong,Isaac Mayanja,Judy Kayondo,
S25M88/002,A17547,Hellen Kigozi,Ugandan,School of Law,Law,88,Master of Laws in International Energy Law and Policy,1,2,2,Continuing,Normal,R,Ordinary,Mukono,Alpha Hall,B,B-50,Subscribed,Mpigi Secondary School,Mpigi,Tier 2,Public/Mixed,,,50%,50,26–50%,3968000,1984000,1984000,Elizabeth Walakira,Gertrude Malinga,Jacob Muwonge,Caroline Nansubuga,MOL0103
S25M88/005,A17576,Timothy Okot,Ugandan,School of Law,Law,88,Master of Laws in International Energy Law and Policy,1,2,2,Continuing,Normal,NR,None,Mukono,,,,Not Applicable,Mbarara High School,Mbarara,Tier 1,Private/Faith-based,,,60%,60,51–75%,3318000,1990800,1327200,Susan Kikomeko,Nabirye Nalubega,George Komakech,Warren Kafuko,
S25M88/007,A17606,Nabirye Akiiki,Ugandan,School of Law,Law,88,Master of Laws in International Energy Law and Policy,1,2,2,Continuing,Normal,NR,None,Mukono,,,,Not Applicable,St. Lawrence Schools,Kampala,Tier 2,Private/Faith-based,,,95%,95,76–100%,3318000,3152100,165900,Ritah Nuwagaba,Annet Nuwagaba,Fred Otim,Daniel Kigozi,
