REG. NO.,ACC. NO.,NAME,NATIONALITY,FACULTY,DEPARTMENT,PROGRAM ID,PROGRAM,YEAR,SEMESTER,TOTAL REGISTRATIONS,STUDENT STATUS,REGISTRATION TYPE,RESIDENCE,ACCOMMODATION Type,CAMPUS,HALL,BLOCK,BED,MEALS STATUS,HIGH_SCHOOL,DISTRICT,SCHOOL_TIER,OWNERSHIP,SCHOLARSHIP TYPE,SCHOLARSHIP NAME,FEES,EXPECTED FEES(%) - RAW,EXPECTED FEES(%) - RANGE,TOTAL EXPECTED FEES (UGX),AMOUNT PAID (UGX),TUITION BALANCE (UGX),ACADEMIC OFFICER,ACCOMMODATION OFFICER,ACCOUNTS OFFICER,FINANCIAL AID OFFICER,RETAKE COURSES
J24P57/004,A19946,Martin Namutebi,Ugandan,School of Social Sciences,Social Sciences,57,PGD Public Administration,2,2,4,Leave of Absence,Normal,NR,None,Mukono,,,,Not Applicable,Arua Public Secondary School,Arua,Tier 2,Public/Mixed,Merit Award,Global Vision Scholarship,35%,35,26–50%,2418000,846300,1571700,Trevor Kaboyo,Hellen Lwanga,Elijah Otim,Abel Olara,"PPA0401, PPA0403"
J25P57/002,A19930,Esther Abigaba,Ugandan,School of Social Sciences,Social Sciences,57,PGD Public Administration,1,2,2,Leave of Absence,Normal,NR,None,Mukono,,,,Not Applicable,Tororo Girls School,Tororo,Tier 2,Private/Faith-based,,,60%,60,51–75%,2418000,1450800,967200,Anena Nakiyingi,George Ssentongo,Edith Nambooze,Vincent Ssewava,
J25P57/005,A19940,Lydia Nakitto,Ugandan,School of Social Sciences,Social Sciences,57,PGD Public Administration,2,1,3,Continuing,Normal,NR,None,Mukono,,,,Not Applicable,Trinity College Nabbingo,Kampala,Tier 1,Private/Faith-based,,,80%,80,76–100%,2418000,1934400,483600,Mary Ibanda,James Nakisige,Mercy Sabiiti,Mark Ssekandi,"PPA0201, PPA0204, PPA0205"
J25P57/008,A19951,Ian Otim,Ugandan,School of Social Sciences,Social Sciences,57,PGD Public Administration,2,1,3,Continuing,Normal,R,Double Normal,Mukono,Alpha Hall,A,A-26,Subscribed,Lubiri Secondary School,Kampala,Tier 2,Public/Mixed,,,85%,85,76–100%,3268000,2777800,490200,Simon Kibirige,Nandutu Matovu,Margaret Nsubuga,Proscovia Mugerwa,PPA0107
J25P57/010,A19957,Triza Nakyanzi,Ugandan,School of Social Sciences,Social Sciences,57,PGD Public Administration,2,1,3,Continuing,Late,R,Double Normal,Mukono,Alpha Hall,A,A-31,Subscribed,St. Katherine's Secondary School,Lira,Tier 2,Private/Faith-based,,,60%,60,51–75%,3268000,1960800,1307200,Catherine Namutebi,Nabirye Atwine,Triza Kazibwe,Nakanwagi Lumala,"PPA0201, PPA0202"
KJ24P57/006,A19959,Adong Bamwine,Ugandan,School of Social Sciences,Social Sciences,57,PGD Public Administration,3,1,5,Retake/Probation,Normal,NR,None,Kampala,,,,Not Applicable,Kiira College Butiki,Jinja,Tier 2,Private/Faith-based,,,100%,100,76–100%,2418000,2418000,0,Grace Nabunya,Denis Mukwaya,Kevin Mugisha,Harriet Mugisha,PPA0403
KJ25P57/006,A19941,Nambi Kikomeko,Ugandan,School of Social Sciences,Social Sciences,57,PGD Public Administration,2,1,3,Continuing,Normal,NR,None,Kampala,,,,Not Applicable,St. Joseph's Secondary School Naggalama,Wakiso,Tier 2,Private/Faith-based,Merit Award,Future Leaders Grant,95%,95,76–100%,2418000,2297100,120900,David Nsubuga,Namazzi Kazibwe,Nakuya Ainomugisha,Catherine Nakibuuka,PPA0205
KM24P57/006,A19938,Apollo Kazibwe,Ugandan,School of Social Sciences,Social Sciences,57,PGD Public Administration,2,2,4,Continuing,Normal,R,Ordinary,Kampala,Delta Hall,B,B-01,Not Subscribed,Lira Town College,Lira,Tier 2,Private/Faith-based,,,100%,100,76–100%,3268000,3268000,0,Hope Tindyebwa,Naggayi Pereza,Edwin Mitala,Akiiki Mayanja,"PPA0201, PPA0202, PPA0203"
KS24P57/003,A19952,Fred Olara,Ugandan,School of Social Sciences,Social Sciences,57,PGD Public Administration,2,2,4,Continuing,Normal,R,Ordinary,Kampala,Beta Hall,B,B-19,Not Subscribed,Kibuli Secondary School,Wakiso,Tier 1,Public/Mixed,Merit Award,Future Leaders Grant,50%,50,26–50%,3268000,1634000,1634000,Doreen Nalubega,Abel Nuwagaba,Nakkazi Mukasa,Timothy Wabwire,PPA0204
KS25P57/004,A19948,Nambooze Achola,Ugandan,School of Social Sciences,Social Sciences,57,PGD Public Administration,1,2,2,Continuing,Normal,R,Executive,Kampala,Delta Hall,D,D-33,Not Subscribed,St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based,,,50%,50,26–50%,4218000,2109000,2109000,Olivia Kagimu,Nakato Lumala,Vincent Matovu,Sylvia Amony,"PPA0102, PPA0103"
M24P57/002,A19932,Fred Mulindwa,Ugandan,School of Social Sciences,Social Sciences,57,PGD Public Administration,2,2,4,Continuing,Normal,R,Double Normal,Mukono,Alpha Hall,C,C-23,Not Subscribed,Kyegegwa Secondary School,Kyegegwa,Tier 2,Public/Mixed,,,100%,100,76–100%,3268000,3268000,0,Chris Namaganda,Juliet Nanyonjo,Richard Nakalema,Robert Kakooza,"PPA0301, PPA0305"
M24P57/005,A19937,Francis Walakira,Ugandan,School of Social Sciences,Social Sciences,57,PGD Public Administration,2,1,3,Leave of Absence,Normal,NR,None,Mukono,,,,Not Applicable,Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based,,,80%,80,76–100%,2418000,1934400,483600,Lilian Isabirye,Atim Waiswa,Victor Mukasa,Irene Ssekiziyivu,PPA0107
M24P57/008,A19954,Saul Nakimera,Ugandan,School of Social Sciences,Social Sciences,57,PGD Public Administration,2,2,4,Continuing,Normal,NR,None,Mukono,,,,Not Applicable,Ntare School Mbarara,Mbarara,Tier 1,Public/Mixed,Need-Based Grant,Bright Minds Scholarship,85%,85,76–100%,2418000,2055300,362700,Oliver Namaganda,Richard Gitta,Florence Kiconco,Daisy Nuwagaba,PPA0406
M25P57/001,A19923,Daniel Wandera,Ugandan,School of Social Sciences,Social Sciences,57,PGD Public Administration,1,2,2,Continuing,Late,NR,None,Mukono,,,,Not Applicable,Kumi Secondary School,Kumi,Tier 2,Public/Mixed,,,40%,40,26–50%,2418000,967200,1450800,Adong Kato,Peter Kiconco,Violet Nabweteme,David Ikojo,"PPA0201, PPA0204"
M25P57/003,A19935,Akiiki Kikomeko,Ugandan,School of Social Sciences,Social Sciences,57,PGD Public Administration,1,2,2,Continuing,Late,R,Double Normal,Mukono,Delta Hall,A,A-30,Subscribed,Tororo Girls School,Tororo,Tier 2,Private/Faith-based,,,75%,75,51–75%,3268000,2451000,817000,Sylvia Isabirye,Zaina Mukwaya,Robert Ssekandi,Nabasirye Nakandi,"PPA0202, PPA0203"
M25P57/005,A19958,Edith Amony,Ugandan,School of Social Sciences,Social Sciences,57,PGD Public Administration,1,2,2,Continuing,Late,R,Executive,Mukono,Alpha Hall,D,D-38,Subscribed,St. Mary's College Rushoroza,Kabarole,Tier 2,Private/Faith-based,,,70%,70,51–75%,3918000,2742600,1175400,Caleb Nakandi,Namirembe Kabuye,Joan Adong,Nandutu Kalyango,"PPA0203, PPA0204, PPA0206"
S24P57/002,A19945,Hellen Waiswa,Ugandan,School of Social Sciences,Social Sciences,57,PGD Public Administration,2,2,4,Continuing,Normal,R,Executive,Mukono,Gamma Hall,A,A-54,Not Subscribed,Makerere College School,Kampala,Tier 2,Private/Faith-based,,,50%,50,26–50%,3918000,1959000,1959000,Winnie Waiswa,Nambi Mulindwa,Sarah Nakandi,Jacob Yiga,"PPA0305, PPA0306"
S25P57/003,A19947,Ian Mugabi,Ugandan,School of Social Sciences,Social Sciences,57,PGD Public Administration,1,2,2,Continuing,Normal,R,Executive,Mukono,Delta Hall,A,A-35,Subscribed,Gayaza High School,Kampala,Tier 1,Private/Faith-based,Leadership Grant,Future Leaders Grant,55%,55,51–75%,3918000,2154900,1763100,Isaac Nsereko,Mary Chemutai,Moses Nakku,Nakimera Oloya,"PPA0102, PPA0103"
J24P66/002,A19970,Nabulime Ssentongo,Ugandan,School of Social Sciences,Social Sciences,66,PhD in Development Studies,3,1,5,Continuing,Normal,NR,None,Mukono,,,,Not Applicable,St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based,Innovation Scholarship,Community Impact Grant,100%,100,76–100%,2418000,2418000,0,Sylvia Nakyanzi,Harriet Komakech,Valerie Kalyango,Trevor Ssenoga,"PID0403, PID0404"
J24P66/004,A19984,Ritah Nalubega,Ugandan,School of Social Sciences,Social Sciences,66,PhD in Development Studies,2,2,4,Leave of Absence,Late,R,Ordinary,Mukono,Gamma Hall,A,A-03,Not Subscribed,St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based,,,65%,65,51–75%,3068000,1994200,1073800,Florence Muwonge,Nambi Mulindwa,Sarah Nakandi,Jacob Yiga,PID0302
J25P66/001,A19969,Deborah Ssenoga,Ugandan,School of Social Sciences,Social Sciences,66,PhD in Development Studies,2,1,3,Continuing,Normal,R,Ordinary,Mukono,Alpha Hall,D,D-56,Subscribed,St. Henry's College Kitovu,Masaka,Tier 1,Private/Faith-based,,,70%,70,51–75%,3068000,2147600,920400,Trevor Okot,George Ssentongo,Edith Nambooze,Vincent Ssewava,"PID0201, PID0202, PID0204"
KJ24P66/005,A19985,Lucas Hall,Tanzanian,School of Social Sciences,Social Sciences,66,PhD in Development Studies,3,1,5,Continuing,Normal,NR,None,Kampala,,,,Not Applicable,Ngora High School,Soroti,Tier 2,Private/Faith-based,,,60%,60,51–75%,2418000,1450800,967200,Mercy Nambooze,Hellen Lwanga,Elijah Otim,Abel Olara,"PID0402, PID0405"
KS24P66/002,A19981,Yusuf Achola,Ugandan,School of Social Sciences,Social Sciences,66,PhD in Development Studies,2,2,4,Continuing,Normal,R,Executive,Kampala,Beta Hall,C,C-34,Subscribed,Lyantonde Secondary School,Lyantonde,Tier 2,Public/Mixed,,,80%,80,76–100%,4218000,3374400,843600,Patrick Isabirye,Lilian Mirembe,Proscovia Mukwaya,Joan Mitala,"PID0301, PID0306"
KS25P66/005,A19979,Prisca Kamanzi,Ugandan,School of Social Sciences,Social Sciences,66,PhD in Development Studies,1,2,2,Continuing,Normal,R,Ordinary,Kampala,Delta Hall,A,A-16,Subscribed,St. Katherine's Secondary School,Lira,Tier 2,Private/Faith-based,,,45%,45,26–50%,3268000,1470600,1797400,Chris Barasa,James Nakisige,Mercy Sabiiti,Mark Ssekandi,"PID0105, PID0106"
M24P66/002,A19966,Richard Nakacwa,Ugandan,School of Social Sciences,Social Sciences,66,PhD in Development Studies,2,2,4,Continuing,Normal,R,Ordinary,Mukono,Alpha Hall,D,D-48,Subscribed,St. Joseph's Secondary School Naggalama,Wakiso,Tier 2,Private/Faith-based,,,75%,75,51–75%,3068000,2301000,767000,Nakuya Nandutu,Victor Chemutai,Namara Kibirige,Nabasirye Arinaitwe,PID0404
M24P66/004,A19975,Annet Kabagenyi,Ugandan,School of Social Sciences,Social Sciences,66,PhD in Development Studies,2,2,4,Continuing,Normal,R,Double Normal,Mukono,Alpha Hall,D,D-58,Not Subscribed,St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based,,,100%,100,76–100%,3268000,3268000,0,Nicholas Nalubega,Moses Byaruhanga,Robert Nabirye,Janet Tindyebwa,PID0404
M24P66/006,A19980,Sharifah Mulindwa,Ugandan,School of Social Sciences,Social Sciences,66,PhD in Development Studies,2,2,4,Continuing,Normal,R,Ordinary,Mukono,Gamma Hall,A,A-07,Not Subscribed,Mbale Secondary School,Mbale,Tier 2,Public/Mixed,Merit Award,Global Vision Scholarship,75%,75,51–75%,3068000,2301000,767000,Ian Namugga,Namazzi Kazibwe,Nakuya Ainomugisha,Catherine Nakibuuka,PID0406
M24P66/008,A19994,Sarah Otim,Ugandan,School of Social Sciences,Social Sciences,66,PhD in Development Studies,2,1,3,Leave of Absence,Late,R,Executive,Mukono,Alpha Hall,C,C-45,Not Subscribed,Trinity College Nabbingo,Kampala,Tier 1,Private/Faith-based,,,35%,35,26–50%,3918000,1371300,2546700,Yusuf Ainomugisha,Nakintu Kafuko,Jackline Barasa,Akello Kagimu,PID0304
M24P66/010,A20000,Faith Abigaba,Ugandan,School of Social Sciences,Social Sciences,66,PhD in Development Studies,2,2,4,Continuing,Late,R,Executive,Mukono,Delta Hall,A,A-27,Subscribed,Kyenjojo Secondary School,Kyenjojo,Tier 2,Public/Mixed,,,30%,30,26–50%,3918000,1175400,2742600,Ruth Ainomugisha,Fred Magezi,Vincent Kijjambu,Elizabeth Mugisha,"PID0401, PID0404, PID0406"
M25P66/002,A19974,Sharifah Ssekandi,Ugandan,School of Social Sciences,Social Sciences,66,PhD in Development Studies,1,2,2,Continuing,Normal,NR,None,Mukono,,,,Not Applicable,Ntare School Mbarara,Mbarara,Tier 1,Public/Mixed,Merit Award,Bright Minds Scholarship,50%,50,26–50%,2418000,1209000,1209000,Fred Matovu,Zaina Mukwaya,Robert Ssekandi,Nabasirye Nakandi,"PID0203, PID0207"
M25P66/004,A19991,Eunice Bashaija,Ugandan,School of Social Sciences,Social Sciences,66,PhD in Development Studies,1,2,2,Continuing,Normal,R,Double Normal,Mukono,Alpha Hall,D,D-13,Subscribed,Uganda Martyrs High School,Kampala,Tier 2,Private/Faith-based,Need-Based Grant,Community Impact Grant,100%,100,76–100%,3268000,3268000,0,David Ssekiziyivu,Abel Nuwagaba,Nakkazi Mukasa,Timothy Wabwire,PID0207
M25P66/006,A19999,Namazzi Yiga,Ugandan,School of Social Sciences,Social Sciences,66,PhD in Development Studies,1,2,2,Continuing,Late,NR,None,Mukono,,,,Not Applicable,Kumi Secondary School,Kumi,Tier 2,Public/Mixed,Innovation Scholarship,Global Vision Scholarship,100%,100,76–100%,2418000,2418000,0,Francis Ntambi,Stephen Sabiiti,John Kalema,Joseph Waiswa,PID0205
S24P66/003,A19982,Patience Bukenya,Ugandan,School of Social Sciences,Social Sciences,66,PhD in Development Studies,2,2,4,Continuing,Normal,R,Double Normal,Mukono,Delta Hall,C,C-49,Not Subscribed,Ntare School Mbarara,Mbarara,Tier 1,Public/Mixed,,,90%,90,76–100%,3268000,2941200,326800,Charles Lwanga,Namagembe Kabagenyi,Patience Nakiganda,Ritah Wasswa,"PID0301, PID0304"
S24P66/005,A19995,Joy Nabawanuka,Ugandan,School of Social Sciences,Social Sciences,66,PhD in Development Studies,2,2,4,Continuing,Normal,R,Executive,Mukono,Beta Hall,D,D-44,Not Subscribed,Mbarara High School,Mbarara,Tier 1,Private/Faith-based,Sports Bursary,Bright Minds Scholarship,100%,100,76–100%,3918000,3918000,0,Janet Babirye,Kevin Kamara,Noah Muwonge,Amina Lwanga,PID0305
S25P66/003,A19971,Warren Nabweteme,Ugandan,School of Social Sciences,Social Sciences,66,PhD in Development Studies,1,2,2,Continuing,Normal,R,Double Normal,Mukono,Delta Hall,C,C-57,Subscribed,St. Leo's College Fort Portal,Fort Portal,Tier 2,Private/Faith-based,,,75%,75,51–75%,3268000,2451000,817000,Gift Okello,Juliet Nanyonjo,Richard Nakalema,Robert Kakooza,"PID0102, PID0103"
S25P66/006,A19983,Maria Balikuddembe,Ugandan,School of Social Sciences,Social Sciences,66,PhD in Development Studies,1,2,2,Continuing,Normal,R,Executive,Mukono,Beta Hall,B,B-19,Subscribed,Ngora High School,Soroti,Tier 2,Private/Faith-based,,,100%,100,76–100%,3918000,3918000,0,Eunice Atwine,Lilian Nanyonjo,Judith Acen,Daniel Ssewanyana,
S25P66/008,A19992,Natukunda Akiiki,Ugandan,School of Social Sciences,Social Sciences,66,PhD in Development Studies,1,2,2,Continuing,Normal,R,Executive,Mukono,Alpha Hall,D,D-34,Subscribed,Pallisa Secondary School,Pallisa,Tier 2,Public/Mixed,,,100%,100,76–100%,3918000,3918000,0,Patience Abigaba,Elijah Kisembo,Isaac Jjumba,Emmanuel Mayanja,"PID0101, PID0103"
J22B91/002,A15802,Olivia Ainomugisha,Ugandan,School of Law,Law,91,Bachelor of Laws (LLB),5,1,9,Retake/Probation,Normal,R,Double Normal,Mukono,Alpha Hall,C,C-41,Subscribed,Arua Public Secondary School,Arua,Tier 2,Public/Mixed,Innovation Scholarship,Bright Minds Scholarship,95%,95,76–100%,4533000,4306350,226650,Valerie Kiconco,Sophia Yiga,Judith Akiiki,Elizabeth Mulindwa,"BOL0801, BOL0806"
J22B73/001,A17872,Warren Matovu,Ugandan,School of Medicine,Medicine,73,Bachelor of Medicine and Bachelor of Surgery (MBChB),5,1,13,Continuing,Normal,NR,None,Mukono,,,,Not Applicable,Kumi Secondary School,Kumi,Tier 2,Public/Mixed,,,100%,100,76–100%,4183000,4183000,0,Francis Ntale,Noah Wabwire,Lilian Tibyangye,Namazzi Nabukenya,BOM1202
J24D90/001,A16576,Saul Nuwagaba,Ugandan,School of Law,Law,90,Diploma in Law,2,2,4,Finalist,Normal,R,Executive,Mukono,Alpha Hall,A,A-12,Not Subscribed,Masaka Secondary School,Masaka,Tier 2,Public/Mixed,,,100%,100,76–100%,5183000,5183000,0,Nabasirye Namugga,Faith Ainomugisha,Joy Mugerwa,Hope Kansiime,"DIL0402, DIL0404, DIL0405"
J24M87/001,A17252,Harper White,Rwandan,School of Law,Law,87,Master of Laws in International Business Law,2,2,4,Finalist,Normal,NR,None,Mukono,,,,Not Applicable,St. Katherine's Secondary School,Lira,Tier 2,Private/Faith-based,Innovation Scholarship,Integrity Award,55%,55,51–75%,2518000,1384900,1133100,Saul Nakimera,Ben Atwine,Deborah Akello,Noah Mitala,"MOL0401, MOL0405, MOL0407"
J24M89/001,A16969,Saul Muhangi,Ugandan,School of Law,Law,89,Master of Laws (Oil & Gas),2,2,4,Finalist,Normal,NR,None,Mukono,,,,Not Applicable,Kiira College Butiki,Jinja,Tier 2,Private/Faith-based,,,30%,30,26–50%,3318000,995400,2322600,Walter Ainomugisha,Tabitha Ssenfuma,John Nakimera,Akena Wandera,
J24M88/002,A17529,James Scott,Congolese,School of Law,Law,88,Master of Laws in International Energy Law and Policy,3,1,5,Retake/Probation,Normal,R,Executive,Mukono,Beta Hall,B,B-58,Subscribed,Bundibugyo Secondary School,Bundibugyo,Tier 2,Public/Mixed,,,75%,75,51–75%,4818000,3613500,1204500,Paul Ddamulira,Yusuf Kagimu,Walter Kalyegira,Nandutu Nabukenya,"MOL0401, MOL0403, MOL0406"
J22B72/001,A14457,Valerie Komakech,Ugandan,School of Dentistry,Dentistry,72,Bachelor of Dental Surgery,5,1,9,Continuing,Normal,NR,None,Mukono,,,,Not Applicable,Mbale Secondary School,Mbale,Tier 2,Public/Mixed,,,65%,65,51–75%,4183000,2718950,1464050,Michael Ainomugisha,Edith Lwanga,Namata Nabweteme,Michael Kazibwe,BOD0804
J23B76/001,A13043,Ivan Tumusiime,Ugandan,School of Business,Business,76,Bachelor of Business Administration,4,1,7,Retake/Probation,Normal,NR,None,Mukono,,,,Not Applicable,Kalungu Secondary School,Kalungu,Tier 2,Public/Mixed,Innovation Scholarship,Bright Minds Scholarship,45%,45,26–50%,2883000,1297350,1585650,Lucy Mulyagonja,Sheila Nakisige,Tabitha Achola,Walter Galiwango,"BOB0601, BOB0603, BOB0605"
J23B85/001,A12613,Zaina Babirye,Ugandan,School of Business,Accounting,85,Bachelor of Science in Accounting and Finance,3,2,6,Finalist,Normal,R,Ordinary,Mukono,Gamma Hall,B,B-49,Not Subscribed,Butambala Secondary School,Butambala,Tier 2,Public/Mixed,,,25%,25,0–25%,3533000,883250,2649750,Gerald Nakisige,Grace Barasa,Nicholas Kazibwe,Nabasirye Ssempijja,BOS0604
J23B84/005,A14237,Elijah Barasa,Ugandan,School of Business,Tourism & Hospitality,84,Bachelor of Tourism and Hospitality Management,3,2,6,Finalist,Normal,R,Double Normal,Mukono,Beta Hall,C,C-01,Subscribed,Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based,,,60%,60,51–75%,3733000,2239800,1493200,Nambi Matovu,Sarah Bataringaya,Olivia Natukunda,Akena Nabawanuka,"BOT0601, BOT0605"
J23B83/001,A13853,Nakanwagi Okello,Ugandan,School of Business,Procurement and Logistics Management,83,Bachelor of Procurement and Logistics Management,3,2,6,Finalist,Normal,NR,None,Mukono,,,,Not Applicable,Namasagali College,Kamuli,Tier 1,Private/Faith-based,,,50%,50,26–50%,2883000,1441500,1441500,Namutebi Gitta,Natukunda Ssenfuma,Saul Mitala,Lloyd Asiimwe,BOP0505
J23B80/001,A13516,Proscovia Nakimera,Ugandan,School of Business,Human Resource,80,Bachelor of Human Resource Management,4,1,7,Retake/Probation,Late,R,Double Normal,Mukono,Beta Hall,A,A-24,Subscribed,Tororo Girls School,Tororo,Tier 2,Private/Faith-based,,,40%,40,26–50%,3733000,1493200,2239800,Akiiki Nakandi,Moses Kakooza,John Nsubuga,Fred Natukunda,"BOH0606, BOH0607"
J23B86/001,A12816,Mary Wabwire,Ugandan,School of Business,Accounting,86,Bachelor of Science in Economics and Statistics,3,2,6,Finalist,Normal,NR,None,Mukono,,,,Not Applicable,Hoima Secondary School,Hoima,Tier 2,Public/Mixed,,,90%,90,76–100%,2883000,2594700,288300,Yusuf Mayanja,Joseph Kaddu,Isaac Nakiyingi,Edwin Nassaka,BOS0504
J23B69/001,A18525,Namagembe Ssewanyana,Ugandan,School of Social Sciences,Social Sciences,69,Bachelor of Governance and International Relations,3,2,6,Finalist,Late,R,Executive,Mukono,Gamma Hall,C,C-54,Subscribed,Kibuli Secondary School,Wakiso,Tier 1,Public/Mixed,,,45%,45,26–50%,4283000,1927350,2355650,Olivia Ssenoga,Mary Chemutai,Moses Nakku,Nakimera Oloya,"BOG0603, BOG0606"
J23B70/002,A18700,Doreen Kiggundu,Ugandan,School of Social Sciences,Social Sciences,70,"Bachelor of Human Rights, Peace and Humanitarian Interventions",3,2,6,Finalist,Normal,R,Executive,Mukono,Delta Hall,B,B-60,Subscribed,Kalangala Secondary School,Kalangala,Tier 2,Public/Mixed,Innovation Scholarship,Integrity Award,55%,55,51–75%,4283000,2355650,1927350,James Lumala,Fred Nakacwa,Atim Nakayiza,Judith Nakkazi,BOH0604
J23B68/001,A18892,Joy Wakabi,Ugandan,School of Social Sciences,Social Sciences,68,Bachelor of Public Administration and Management,3,2,6,Finalist,Normal,R,Executive,Mukono,Beta Hall,C,C-42,Not Subscribed,Lubiri Secondary School,Kampala,Tier 2,Public/Mixed,,,100%,100,76–100%,4383000,4383000,0,Daniel Nsereko,Racheal Waiswa,Peter Mukwaya,Rose Ouma,"BOP0506, BOP0507"
J23B71/001,A19094,Asiimwe Nakabuye,Ugandan,School of Social Sciences,Social Sciences,71,Bachelor of Social Work and Social Administration,3,2,6,Finalist,Normal,R,Executive,Mukono,Delta Hall,B,B-54,Not Subscribed,King's College Budo,Kampala,Tier 1,Private/Faith-based,,,55%,55,51–75%,4283000,2355650,1927350,Rose Kafuko,Walter Asiimwe,Charles Nabirye,Namata Lwanga,BOS0605
J23B29/001,A12003,Annet Naggenda,Ugandan,"Faculty of Public Health, Nursing & Midwifery","Public Health, Nursing & Midwifery",29,Bachelor of Nursing Science (Diploma Entry),3,2,6,Finalist,Normal,R,Ordinary,Mukono,Gamma Hall,D,D-59,Subscribed,Kyotera Secondary School,Kyotera,Tier 2,Public/Mixed,Need-Based Grant,Community Impact Grant,100%,100,76–100%,4833000,4833000,0,Joseph Matovu,Judith Kijjambu,Walter Kagimu,Ronald Nakku,"BON0604, BON0605"
J23B27/001,A12298,Anena Kahinda,Ugandan,"Faculty of Public Health, Nursing & Midwifery","Public Health, Nursing & Midwifery",27,Bachelor of Public Health,3,2,6,Finalist,Normal,R,Ordinary,Mukono,Alpha Hall,B,B-45,Subscribed,St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based,,,75%,75,51–75%,4833000,3624750,1208250,Ivan Obua,Sylvia Wakabi,Ben Chemutai,Caroline Wasswa,
J23B28/001,A12149,Hellen Kisitu,Ugandan,"Faculty of Public Health, Nursing & Midwifery","Public Health, Nursing & Midwifery",28,Bachelor of Nursing Science (For A' level Applicants),3,2,6,Finalist,Normal,R,Double Normal,Mukono,Beta Hall,D,D-23,Subscribed,Muni Girls School,Arua,Tier 2,Private/Faith-based,,,95%,95,76–100%,5033000,4781350,251650,Abraham Wanyama,Doreen Sabiiti,Gift Matovu,Maria Nakandi,BON0606
